0,randomseed,14,modified_value,i,x2.000000,from,1,simul_tick,436,-2,0.2388455555,-2.8722212603,-0.4584386395,-3.239167924,-1.0813870065,-3.4887603746,-1.5105798917,-3.5531201181,-0.094445909,-2.1578831282,-1.305999893,-2.6996970369,-2.4809856393,-3.2871355788,-0.4739833319,-2.6292041628,-0.8893350638,-3.052633595,-0.7961162408,-2.0778867461,-2.2908007007,-3.6900543543,-1.5249621221,-3.0464559757,-2.5157818636,-2.9075898834,-2.0220780506,-3.271352654,-3.1795411244,-2.7531016191,-1.6597101152,-2.2862254603,-2.0717373516,-2.8667348596,-2.6053849929,-2.5092462188,-2.1574699718,-2.4084963393,-2.9740087436,-2.3006460451,9.93,2.05,0.76,-3.45,-4.25,1.1,0.7873807989,-2.8199878971,0.3326193784,-2.6121609248,0.380016651,-3.1099093537,-0.0747447695,-2.9020823814,-0.1221420421,-2.4043339524,-0.0273474969,-3.3998308104,-0.4821089174,-3.192003838,-0.52950619,-2.6942554091,-0.4347116447,-3.689752267,-0.5769034626,-2.1965069801,-0.9368703378,-2.9841768657,-0.9842676105,-2.4864284367,-0.8894730652,-3.4819252947,-1.3916317583,-2.7763498934,-1.3442344857,-3.2740983223,-1.4390290309,-2.2786014644,-1.2968372131,-3.7718467513,-1.7989959062,-3.06627135,-1.8463931788,-2.568522921,-1.7515986336,-3.564019779,False,null,null,436,None
0,randomseed,16,modified_value,i,x2.000000,from,1,simul_tick,412,-2,0.5752293208,-2.8567174741,-0.349081322,-2.9499963367,-1.0576108795,-2.9053741422,-0.1697351716,-2.3914471065,-0.8434253631,-3.3476924866,-1.3360868253,-2.4802937092,-3.0248181686,-3.0621828674,-0.7266025295,-2.347605176,-1.8968467048,-2.4902435926,-1.0529580319,-1.8192546209,-2.1973465794,-3.3893380554,-1.6918520699,-2.9348061077,-3.1298507336,-2.5305408027,-2.2590620876,-2.8833835783,-2.696570249,-2.7096093423,-2.6956840162,-1.8198677073,-2.7067289292,-2.2866532031,-2.29010105,-2.423376225,-2.7600304201,-1.343385518,-3.1623010064,-2.0244064449,9.258,2.05,1.096,-3.45,-4.25,0.86,0.5778340505,-2.8687124338,0.7302522206,-2.3925100593,0.2416397819,-2.4986132393,0.394057952,-2.0224108648,0.8826703907,-1.9163076849,-0.0945544866,-2.1285140448,0.0578636834,-1.6523116703,0.5464761221,-1.5462084904,-0.4307487552,-1.7584148503,1.0350885607,-1.4401053104,0.2102818535,-1.1761092959,0.6988942921,-1.0700061159,-0.2783305852,-1.2822124758,0.3627000235,-0.6999069214,-0.1259124151,-0.8060101014,0.8513124622,-0.5938037415,-0.6145248538,-0.9121132813,0.0265057549,-0.3298077269,0.5151181936,-0.223704547,-0.4621066837,-0.4359109069,False,null,null,412,None
0,randomseed,18,modified_value,i,x2.000000,from,1,simul_tick,460,-2,-0.0814864209,-2.8375789301,-0.5092046039,-2.477531989,-1.750897963,-3.4853458881,-1.1619468297,-2.9061516926,-1.0437166851,-2.2334154022,-1.8659077176,-2.9760335287,-2.9904928141,-3.1313541146,-2.3560611642,-3.3762037253,-2.4423105715,-2.9592569046,-1.7479061795,-2.3728783773,-3.3175573688,-2.2327008488,-2.619874236,-2.5675983706,-2.1903638903,-2.5021071755,-3.0362962965,-2.6832896512,-3.7047984693,-2.02327685,-2.778516015,-1.7016894153,-3.5886156722,-2.728733115,-3.2298165182,-1.7916065131,-2.9368670698,-2.262754278,-2.6040761409,-2.2016513957,10.602,2.05,0.424,-3.45,-4.25,1.34,0.0688583318,-2.8391959014,-0.3614407117,-2.5845535381,-0.3668179454,-3.0845246227,-0.7971169889,-2.8298822594,-0.7917397552,-2.3299111749,-0.8024942226,-3.3298533439,-1.2327932661,-3.0752109807,-1.2274160324,-2.5752398962,-1.2381704998,-3.5751820652,-1.2220387987,-2.0752688117,-1.6630923096,-2.8205686175,-1.6577150759,-2.3205975329,-1.6684695433,-3.320539702,-2.0933913531,-2.5659262542,-2.0987685868,-3.0658973387,-2.0880141195,-2.0659551697,-2.1041458205,-3.5658684233,-2.5290676303,-2.8112549755,-2.5236903967,-2.311283891,-2.534444864,-3.31122606,False,null,null,460,None
0,randomseed,19,modified_value,i,x2.000000,from,1,simul_tick,422,-2,0.4054635256,-2.8644424141,0.1203561534,-2.3384203242,-1.7070515208,-3.6952390751,-0.9878958169,-3.4378907811,-0.442407186,-2.773309415,-2.7309804454,-3.3387077173,-2.3609180571,-3.6499388862,-0.9689919415,-2.8562072628,-2.8076343808,-2.4593371475,-0.8410194015,-1.7524754729,-1.5135451362,-3.2220076862,-0.8213592524,-2.337801788,-3.1038601221,-2.9857654818,-1.3509921645,-2.4403468847,-2.3214447962,-3.2310909548,-1.8897925542,-2.3581029343,-2.3439090786,-2.4722003949,-2.6273275592,-2.8969896939,-1.7463808334,-2.7875159743,-2.1974851119,-2.8691410138,9.538,2.05,0.956,-3.45,-4.25,0.96,0.7773571621,-2.8324130288,0.324489657,-2.6204908194,0.3673933925,-3.1186466881,-0.0854741125,-2.9067244786,-0.1283778481,-2.40856861,-0.042570377,-3.4048803473,-0.4954378821,-3.1929581378,-0.5383416176,-2.6948022692,-0.4525341465,-3.6911140065,-0.5812453531,-2.1966464005,-0.9483053871,-2.9810359284,-0.9912091227,-2.4828800597,-0.9054016516,-3.4791917971,-1.4011728922,-2.769113719,-1.3582691567,-3.2672695876,-1.4440766277,-2.2709578503,-1.3153654211,-3.7654254563,-1.8111366617,-3.0553473782,-1.8540403973,-2.5571915095,-1.7682329262,-3.5535032468,False,null,null,422,None
0,randomseed,21,modified_value,i,x2.000000,from,1,simul_tick,419,-2,0.4515833289,-2.9083757986,-0.4726877702,-2.8611176315,-1.5044825244,-3.3778793767,-1.2230866015,-3.7698330326,-0.1368321835,-2.3207113418,-1.226303532,-2.5755635745,-0.9436362435,-3.2850793037,-0.6604924432,-2.3109844365,-1.5799654642,-2.312399293,-1.3784551801,0.5499303028,-1.3041224968,-2.9841536758,-2.0259062474,-3.2825322926,-2.1870997818,-2.8875526937,-2.5322012828,-3.1283678084,-3.0210163701,-2.900290905,-1.7314856478,-2.7112922332,-2.1321716636,-2.4604939987,-2.6441376727,-2.6008502831,-1.0124403054,0.5302127532,-2.7004537417,-2.214099367,9.454,2.05,0.998,-3.45,-4.25,0.93,0.8571912943,-2.9511967435,0.4528188766,-2.6571169112,0.4003244799,-3.1543536137,-0.0040479378,-2.8602737814,0.0484464588,-2.3630370789,-0.0565423345,-3.3575104839,-0.4609147522,-3.0634306516,-0.4084203556,-2.5661939491,-0.5134091489,-3.5606673541,-0.3559259589,-2.0689572466,-0.86528717,-2.7693508193,-0.8127927733,-2.2721141168,-0.9177815666,-3.2665875218,-1.2696595877,-2.475270987,-1.3221539844,-2.9725076895,-1.2171651911,-1.9780342845,-1.374648381,-3.469744392,-1.7265264021,-2.6784278572,-1.6740320055,-2.1811911547,-1.7790207987,-3.1756645597,False,null,null,419,None
0,randomseed,23,modified_value,i,x2.000000,from,1,simul_tick,400,-2,0.5139479158,-3.5484557017,-0.1028238757,-3.6634162005,-1.5510384043,-3.9387820804,-0.1402566484,-3.1195585908,-0.6718542461,-3.4046719801,-1.5415267575,-2.968181063,-2.2387227968,-3.1150624393,-0.6708557434,-2.8814526436,-2.0981193795,-2.6723421537,-0.784065432,0.5363380415,-2.2550406047,-3.6172231522,-1.0895970152,-2.5289186268,-2.9749573464,-2.5071661045,-1.7210484823,-3.4130737318,-2.8659077846,-2.9492588711,-1.6200384849,-2.3446103249,-2.708384817,-2.0116103236,-3.0126126207,-1.5093047713,-2.5653779916,-2.3715959166,-3.1404130825,-2.0502441768,8.922,2.05,1.264,-3.45,-4.25,0.74,0.5859749452,-3.5561411561,0.1819314225,-3.2616096098,0.1288813825,-3.7587873378,-0.2751621401,-3.4642557915,-0.2221121001,-2.9670780634,-0.3282121802,-3.9614335195,-0.7322557028,-3.6669019732,-0.6792056628,-3.1697242451,-0.7853057429,-4.1640797012,-0.6261556228,-2.6725465171,-1.1362992255,-3.3723704268,-1.0832491855,-2.8751926988,-1.1893492655,-3.8695481549,-1.5403427482,-3.0778388805,-1.5933927882,-3.5750166085,-1.4872927081,-2.5806611524,-1.6464428282,-4.0721943365,-1.9974363108,-3.2804850622,-1.9443862708,-2.7833073341,-2.0504863509,-3.7776627902,False,null,null,400,None
0,randomseed,24,modified_value,i,x2.000000,from,1,simul_tick,426,-2,0.1711679926,-3.1368229262,-0.1414577491,-2.609922229,-2.1232987589,-3.4002949571,-1.6729335825,-3.2822638311,-0.7939278897,-3.49737805,-0.6065968571,-3.0450062957,-1.4164931241,-2.9399541958,-1.4409633605,-3.7125269065,-0.9322429181,-2.2724696078,-0.9906232872,-2.7068648645,-2.6923771912,-2.6936924236,-2.4215866225,-2.995971897,-2.0511330944,-2.4902009629,-1.9781119029,-2.9232026413,-2.7437497473,-3.3996016833,-2.4616734003,-2.3151777262,-1.544770058,-2.540128626,-3.367894264,-2.4122545997,-2.7890939118,-1.8660531772,-2.8744566746,-2.3562106491,9.65,2.05,0.9,-3.45,-4.25,1,0.5990451374,-3.196198633,0.2045050997,-2.8890534578,0.1357795941,-3.3843077408,-0.2587604436,-3.0771625656,-0.190034938,-2.5819082826,-0.3274859491,-3.5724168487,-0.7220259868,-3.2652716735,-0.6533004813,-2.7700173904,-0.7907514923,-3.7605259565,-0.5845749757,-2.2747631073,-1.1165660245,-2.9581264982,-1.0478405189,-2.4628722152,-1.18529153,-3.4533807813,-1.5111060622,-2.650981323,-1.5798315677,-3.1462356061,-1.4423805566,-2.15572704,-1.6485570733,-3.6414898891,-1.9743716054,-2.8390904309,-1.9056460999,-2.3438361478,-2.043097111,-3.3343447139,False,null,null,426,None
0,randomseed,26,modified_value,i,x2.000000,from,1,simul_tick,421,-2,0.2456281342,-3.4061153994,-0.3170440234,-3.3549276569,-1.1859683386,-3.8066057296,-1.0843293629,-4.2854412427,-0.2592297691,-2.7573552077,-2.0267421507,-2.9610179773,-2.5678220257,-3.1478095399,-1.2047872217,-3.3537923843,-1.2996827818,-2.9296889347,-0.7729256786,-2.4698565631,-2.6211242411,-3.6379712045,-1.6854254892,-3.3250597435,-3.1061139085,-3.1720768509,-2.168581023,-3.8251649764,-2.2006142196,-3.3915776052,-1.6474273884,-2.4300478769,-2.7541624253,-2.7496081794,-3.3662227188,-2.6417605141,-2.2114552769,-2.5046294267,-3.0298191424,-2.1937404686,9.51,2.05,0.97,-3.45,-4.25,0.95,0.6250218635,-3.422657507,0.2033101825,-3.1540327537,0.1815301625,-3.6535581592,-0.2401815185,-3.3849334059,-0.2184014986,-2.8854080004,-0.2619615384,-3.8844588114,-0.6836732195,-3.6158340581,-0.6618931995,-3.1163086526,-0.7054532394,-4.1153594636,-0.6401131796,-2.6167832471,-1.1053849005,-3.3472093048,-1.0836048805,-2.8476838993,-1.1271649204,-3.8467347103,-1.5270965815,-3.0785845515,-1.5488766014,-3.5781099569,-1.5053165616,-2.579059146,-1.5706566214,-4.0776353624,-1.9705882825,-3.3094852036,-1.9488082625,-2.8099597981,-1.9923683024,-3.8090106091,False,null,null,421,None
0,randomseed,27,modified_value,i,x2.000000,from,1,simul_tick,474,-2,-0.3830734482,-2.9186734992,-0.7381274172,-2.4285593683,-1.3659522901,-3.4093469225,-2.1749479157,-3.473716619,-1.2426174442,-2.807274904,-1.3566962248,-2.0158757127,-1.671973343,-2.715240857,-2.8000182364,-3.1933707477,-1.2144311599,0.4866268674,-1.5362500071,0.4917550402,-3.0995282373,-2.4891389609,-2.1083696195,-2.9640763335,-2.6055394571,-2.3602615236,-2.6733820013,-2.7805483193,-3.2037097823,-3.0199127194,-1.8288700486,0.6039498756,-2.8885472327,-1.8968613158,-3.4007811814,-2.133998954,-2.2131318837,-2.5294783113,-3.4843939527,-1.6006065126,10.994,2.05,0.228,-3.45,-4.25,1.48,0.1743678251,-2.9174412414,-0.2591964577,-2.6683990507,-0.25809118,-3.1683978291,-0.6916554627,-2.9193556385,-0.6927607404,-2.4193568601,-0.6905501851,-3.4193544168,-1.1241144678,-3.1703122262,-1.1252197455,-2.6703134478,-1.1230091902,-3.6703110045,-1.1263250232,-2.1703146695,-1.5576787506,-2.9212700355,-1.5587840283,-2.4212712572,-1.5565734729,-3.4212688139,-1.9912430333,-2.6722278449,-1.9901377557,-3.1722266233,-1.992348311,-2.1722290665,-1.989032478,-3.6722254016,-2.4237020384,-2.9231844326,-2.4248073161,-2.4231856543,-2.4225967608,-3.423183211,False,null,null,474,None
0,randomseed,28,modified_value,i,x2.000000,from,1,simul_tick,412,-2,0.655249599,-2.7934093013,0.0156151671,-2.773854309,-1.2852203752,-3.4305867602,-0.3024538088,-2.2501265777,-0.5646908395,-2.7557053948,-2.3318545739,-3.1218683006,-2.2855490171,-3.5821772064,-1.0108316841,-2.7179853681,-2.6881388995,-2.6595719001,-1.7984193775,-2.2624554237,-1.6467280033,-3.012602056,-1.0746653452,-1.9630617339,-2.8716510395,-2.2150626787,-2.0711285178,-2.7669007043,-3.1278395552,-2.5597548533,-1.4425398647,-2.5150624083,-2.502485601,-2.2681796994,-2.971933808,-3.023415083,-2.3063898606,-2.527067465,-2.7998606171,-1.8116147845,9.258,2.05,1.096,-3.45,-4.25,0.86,0.6829014283,-2.7997400841,0.3166027113,-2.4594089954,0.2050167013,-2.946798534,-0.1612820157,-2.6064674453,-0.0496960057,-2.1190779067,-0.2728680257,-3.093856984,-0.6391667427,-2.7535258953,-0.5275807327,-2.2661363566,-0.7507527527,-3.2409154339,-0.4159947227,-1.778746818,-1.0054654597,-2.4131948066,-0.8938794497,-1.925805268,-1.1170514697,-2.9005843452,-1.3717641767,-2.0728637179,-1.4833501867,-2.5602532565,-1.2601781667,-1.5854741793,-1.5949361967,-3.0476427952,-1.8496489037,-2.2199221679,-1.7380628937,-1.7325326292,-1.9612349137,-2.7073117065,False,null,null,412,None
