1.5 -0.7 201
2.07413752029 -1.55014574736 212
1.22846882207 -0.704233062698 215
0.561491583028 0.190738970955 222
1.4711182416 0.915725859055 223
2.34345529274 1.43889147068 225
3.25939224834 0.505194564321 226
2.73570022811 1.35007410863 227
1.74120406012 0.396500062517 230
0.83044743927 -0.56779198175 231
0.15548621671 -1.32702005205 235
-0.468828648143 -2.21609371519 238
0.260662804505 -1.36531314797 241
-0.542207629722 -0.668566103557 245
0.0645103336028 -1.37822071335 246
0.721239644116 -0.741517701221 247
1.34017174631 0.0484414121356 250
0.390701916222 -0.733659151757 252
1.16552136061 -0.0191463758591 253
2.03156293168 0.710271477569 254
1.25572886111 1.68919409873 255
1.80503229221 0.825498432751 256
2.72492751338 0.0943359578215 257
3.25901892027 -0.759928548376 258
3.91821055491 -0.177477670475 259
3.03928683894 0.502916844919 265
4.03645975916 -0.334790528848 266
3.10026254225 0.247273811677 268
3.72594308468 1.13351609654 270
3.2111649585 0.220068785247 276
2.21816789863 0.857945822898 277
1.27634584382 0.136380130168 278
0.736028723254 -0.648010625453 280
1.23998485685 0.267864379907 282
0.384787471434 1.19599698481 283
1.08134503972 1.82313756918 284
0.294532345967 2.66102749937 285
0.826190986885 1.88355727947 287
1.68353572874 0.895899713818 288
2.3296787809 1.49056010658 289
3.04348009712 2.352596068 290
3.73917529991 1.79648439464 291
2.98717967459 1.10026473546 298
2.00220434152 1.9675723526 300
1.30858444984 1.35892138789 301
1.93816294106 0.53221619419 303
0.943517879064 1.50680940064 305
0.0554795014895 2.47801789404 307
0.916678362337 3.39278317211 308
1.52902057969 4.02458700761 309
0.540181859177 4.9594494219 310
1.25332957318 4.1311996654 311
2.01260682538 5.04648820844 313
2.76825489137 4.18475154839 315
1.79733230432 3.37223084642 318
2.69817070465 2.63713655472 324
3.44354903728 3.40840073688 325
